Price,Miles,Trim,Year,Vin,City,State
60000,47952,75D,2017,5YJXCBE23HF051968,Lincoln,NE
54990,38383,75D,2016,5YJXCBE21GF015145,Grand Rapids,MI
55425,96225,75D,2017,5YJXCBE28HF049746,Shakopee,MN
77995,18329,75D,2019,5YJXCBE26KF160738,Saco,ME
55000,55944,75D,2016,5YJXCBE23GF020458,Pittsburgh,PA
47895,109631,75D,2016,5YJXCAE27GF027651,Orlando,FL
60999,56700,75D,2017,5YJXCDE24HF053739,Roswell,GA
73875,9492,75D,2018,5YJXCBE27JF106461,Saint Louis Park,MN
57250,73942,75D,2016,5YJXCAE28GF010762,Atlanta,GA
67899,25342,75D,2018,5YJXCBE26JF103597,Anaheim,CA
59990,35409,75D,2016,5YJXCAE24GF016896,Naperville,IL
72965,14000,75D,2018,5YJXCBE24JF120897,Somersworth,NH
71918,29280,75D,2018,5YJXCAE28JF139978,Riverside,CA
64999,30948,75D,2018,5YJXCBE25JF089157,Anaheim,CA
72675,21918,75D,2018,5YJXCAE20JF112872,DALLAS,TX
68999,49876,75D,2018,5YJXCDE2XJF099940,Birmingham,AL
69975,29679,75D,2018,5YJXCAE23JF131383,Corona,CA
63977,69540,75D,2017,5YJXCAE29HF035719,Carrollton,TX
66888,21416,75D,2017,5YJXCAE28HF062684,San Mateo,CA
62999,45895,75D,2017,5YJXCDE21HF044609,Birmingham,AL
62999,33795,75D,2016,5YJXCDE2XGF026558,Nixa,MO
79995,21390,75D,2018,5YJXCDE20JF125932,San Diego,CA
63995,45048,75D,2018,5YJXCAE25JF089895,Tampa,FL
69999,35379,75D,2017,5YJXCBE23HF077468,Birmingham,AL
79977,26502,75D,2018,5YJXCAE29JF088488,Grapevine,TX
75999,21410,75D,2018,5YJXCDE2XJF136663,Marietta,GA
52999,73860,75D,2016,5YJXCBE27GF022083,Trooper,PA
89995,10610,75D,2017,5YJXCBE2XHF043852,Honolulu,HI
65911,38363,75D,2017,5YJXCBE26HF076752,Burlington,WA
69999,33455,75D,2018,5YJXCAE20JF090002,Memphis,TN
59635,44022,75D,2016,5YJXCAE20GF016829,Charlotte,NC
76791,18726,75D,2018,5YJXCDE27JF089950,Carrollton,TX
64988,45226,75D,2017,5YJXCDE25HF067035,Lilburn,GA
73989,30063,75D,2018,5YJXCDE27JF126608,Carrollton,TX
73690,18790,75D,2018,5YJXCBE2XJF122153,San Rafael,CA
74990,39697,75D,2018,5YJXCDE2XJF091143,Buford,GA
71989,44486,75D,2018,5YJXCDE23JF103214,Carrollton,TX
74997,27165,75D,2018,5YJXCBE25JF109276,Scottsdale,AZ
74998,8736,75D,2017,5YJXCDE22HF042044,Dallas,TX
66883,18765,75D,2017,5YJXCDE2XHF067807,Santa Cruz,CA
73213,17344,75D,2017,5YJXCAE20HF073324,Clearwater,FL
62989,27337,75D,2017,5YJXCDE26HF078447,Carrollton,TX
69491,31884,75D,2017,5YJXCAE26HF057192,Honolulu,HI
67990,56725,75D,2017,5YJXCBE21HF040533,Costa Mesa,CA
78999,29856,75D,2018,5YJXCAE24JF103334,Shawnee,KS
69989,26770,75D,2017,5YJXCBE24HF075728,Carrollton,TX
73330,31751,75D,2018,5YJXCBE24JF099937,Westerly,RI
77787,13495,75D,2018,5YJXCBE25JF101940,Vista,CA
62995,64002,75D,2016,5YJXCAE27GF016956,Jacksonville,FL
79995,8358,75D,2017,5YJXCBE2XHF078598,Woodinville,WA
70995,14900,75D,2017,5YJXCDE24HF057788,Long Beach,CA
69980,35437,75D,2017,5YJXCBE27HF054193,Newport Beach,CA
64999,39616,75D,2017,5YJXCDE24HF075028,Santa Clara,CA
63250,33876,75D,2017,5YJXCBE20HF068100,Anaheim,CA
67555,7696,75D,2016,5YJXCDE24GF032033,Des Plaines,IL
72177,43391,75D,2016,5YJXCAE28GF010924,Stafford,VA
69997,58948,75D,2018,5YJXCDE21JF088924,Amityville,NY
70977,41004,75D,2018,5YJXCDE24JF088853,Carrollton,TX
61995,28313,75D,2016,5YJXCAE20GF016149,Willowbrook,IL
73900,48327,100D,2018,5YJXCDE29JF090016,Chattanooga,TN
79590,13356,100D,2018,5YJXCBE27JF089466,Colorado Springs,CO
78216,21053,100D,2018,5YJXCDE21JF125373,Atmore,AL
76999,32071,100D,2018,5YJXCAE28JF136059,Golden,CO
65290,59614,100D,2017,5YJXCDE27HF052276,New Port Richey,FL
67280,43188,100D,2017,5YJXCAE24HF074881,Skokie,IL
72900,36492,100D,2017,5YJXCBE20HF054097,Fort Lauderdale,FL
78998,26686,100D,2017,5YJXCDE29HF054126,Kennewick,WA
72599,29673,100D,2018,5YJXCDE21JF091547,Santa Ana,CA
69500,24977,100D,2017,5YJXCDE24HF060674,Lincoln,NE
81278,15522,100D,2018,5YJXCAE21JF119863,Tulsa,OK
78999,6577,100D,2018,5YJXCBE22JF118291,Anaheim,CA
69995,34908,100D,2017,5YJXCBE2XHF063860,Marietta,GA
79999,27320,100D,2017,5YJXCBE23HF043613,Birmingham,AL
77989,35005,100D,2018,5YJXCDE27JF103409,Carrollton,TX
66925,70344,100D,2017,5YJXCBE2XHF068346,West Palm Beach,FL
82999,10600,100D,2018,5YJXCDE27JF140881,San Diego,CA
76989,29483,100D,2018,5YJXCDE22JF088172,Carrollton,TX
83995,38884,100D,2018,5YJXCDE28JF138573,South Jordan,UT
85995,52668,100D,2018,5YJXCBE42JF090073,Huntsville,AL
100000,17605,100D,2019,5YJXCAE28KF188812,Westfield,IN
83588,17727,100D,2018,5YJXCAE21JF123489,Redondo Beach,CA
86900,11222,100D,2018,5YJXCAE23JF091208,Lincoln,NE
66977,102934,100D,2017,5YJXCDE28HF068308,Carrollton,TX
72999,38096,100D,2017,5YJXCDE2XHF052501,Birmingham,AL
82995,36014,100D,2018,5YJXCBE25JF120293,Tulsa,OK
89998,13012,100D,2017,5YJXCAE20HF066549,Rancho Cordova,CA
66555,62740,100D,2017,5YJXCAE26HF051134,Des Plaines,IL
69977,30489,100D,2017,5YJXCAE25HF042926,Carrollton,TX
81990,18142,100D,2018,5YJXCDE26JF120542,Davie,FL
75888,26515,100D,2018,5YJXCDE25JF109628,N/A,N/A
66990,47189,P100D,2016,5YJXCDE48GF026415,Grand Rapids,MI
98999,37734,P100D,2019,5YJXCBE4XKF155964,Fuquay Varina,NC
84988,20108,P100D,2017,5YJXCBE43HF063880,Kalamazoo,MI
78000,41472,P100D,2017,5YJXCBE41HF051775,Carrollton,TX
84500,16529,P100D,2017,5YJXCDE47HF070455,Cerritos,CA
80989,60957,P100D,2018,5YJXCBE4XJF085882,Carrollton,TX
81498,24999,P100D,2017,5YJXCBE41HF050691,Delray Beach,FL
88750,15910,P100D,2017,5YJXCDE42HF079208,Scottsdale,AZ
88990,50292,P100D,2018,5YJXCAE42JF090035,Minneapolis,MN
79900,36762,P100D,2017,5YJXCAE47HF051385,Jacksonville,FL
84948,45976,P100D,2017,5YJXCBE41HF051808,Birmingham,AL
92165,32946,P100D,2018,5YJXCAE43JF094837,Marietta,GA
